Column1,Column10,PL
TUTORIAL_TUTORIALWOODCARVERCOMPLETE_746_M,The [c:bR][v:0][c:] sigil will now be marked upon all your [c:bR][v:1][c:] creatures.,[C: Br] [V: 0] [C:] Sigil będzie teraz oznaczony na wszystkich twoich [C: Br] [V: 1] [C:] Stworzenia.
TUTORIAL_TUTORIALWOODCARVERCOMPLETE_746_F,,#VALUE!
TUTORIAL_TUTORIALBUYPELTSINTRO_712_M,You were stopped along the way by a [c:bR]Trapper[c:] looking to liquidate his pelts.,Po drodze zatrzymał cię traper [C: Br] [C:] Szukasz zlikwidowania jego skór.
TUTORIAL_TUTORIALBUYPELTSINTRO_712_F,,#VALUE!
TUTORIAL_TUTORIALBUYPELTSINTRO_481_M,"There was something uncanny about his appearance, but you were quickly distracted by his wares.","W jego wyglądzie było coś niesamowitego, ale jego wyroby szybko rozproszyli cię."
TUTORIAL_TUTORIALBUYPELTSINTRO_481_F,,#VALUE!
TUTORIAL_TUTORIALBUYPELTSOUTRO_844_M,The man assured you of the value of the pelts.,Mężczyzna zapewnił cię o wartości skór.
TUTORIAL_TUTORIALBUYPELTSOUTRO_844_F,,#VALUE!
TUTORIAL_TUTORIALBUYPELTSOUTRO_742_M,They appear to be useless in a fight...,Wydają się być bezużyteczne w walce ...
TUTORIAL_TUTORIALBUYPELTSOUTRO_742_F,,#VALUE!
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_M,But he mentioned that [c:bR]The Trader[c:] further down the path would reward you for them.,"Wspomniał jednak, że [C: Br] Trader [C:] Dalej w dół ścieżki nagradzałby cię za nich."
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_F,,#VALUE!
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_M,You encountered a small outpost in the woods tended by a mysterious woman.,Spotkałeś małą placówkę w lesie pielęgnowanym przez tajemniczą kobietę.
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F,,#VALUE!
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M,It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!,"To był [C: Br] Trader [C:], że stary [C: Br] Trapper [C:] wspomniał!"
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F,,#VALUE!
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M,Her appearance was unsettling but you were mollified by her offerings.,"Jej wygląd był niepokojący, ale jej ofiary złagodziły cię."
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F,,#VALUE!
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M,"With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.","Z dźwiękiem [C: Br] prospektora [C:] Pickaxe wciąż dzwoniąc w uszach, nosisz dalej."
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F,,#VALUE!
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M,After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.,Po wstrząsającym spotkaniu z [C: Br] Prospektora [C:] Zebrałeś się i kontynuowałeś.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F,,#VALUE!
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M,"Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.","Wolny od [C: Br] The Prospector [C:] Snhinged Rezap, spojrzałeś w przyszłość."
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F,,#VALUE!
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M,"Wiping the dust from your trousers, you returned to your journey.","Wycierając kurz z spodni, wróciłeś do swojej podróży."
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F,,#VALUE!
GAME_FLOW_REGIONNEXT_878_M,Hmm...,Hmm...
GAME_FLOW_REGIONNEXT_878_F,,#VALUE!
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M,Let me see...,Daj mi zobaczyć...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F,,#VALUE!
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M,Let me think...,"Pozwól, że pomyślę ..."
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F,,#VALUE!
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M,"Hmmm... Oh yes, I know.","Hmmm ... O tak, wiem."
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F,,#VALUE!
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M,We will need another map...,Będziemy potrzebować innej mapy ...
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F,,#VALUE!
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M,A moment...,Chwila...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_688_M,The rank smell of rot and mold permeated the humid air.,Ranking zapach zgnilizny i pleśni przenikał wilgotne powietrze.
GAME_FLOW_REGIONWETLANDS_688_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_522_M,Every step forward was answered by some nearby slip or slither.,Na każdy krok naprzód odpowiedział jakiś pobliski poślizg lub poślizg.
GAME_FLOW_REGIONWETLANDS_522_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_774_M,You tread cautiously into... [c:bR]The Wetlands.[c:],Stąpasz ostrożnie do ... [C: Br] The Wetlands. [C:]
GAME_FLOW_REGIONWETLANDS_774_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M,The air grew thick with moisture...,Powietrze stawało się gęste z wilgocią ...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M,The buzzing and chirping of insects drowned out the sound of your footfalls...,Brzęczenie i śpiew owadów zagłuszyło dźwięk twoich stóp ...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M,You beheld... [c:bR]The Wetlands.[c:],Udostępniałeś ... [C: Br] Mokradła. [C:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M,As the air grew humid your boots became harder to pull from the mud.,"Gdy powietrze naruszyło wilgotno, twoje buty stały się trudniejsze do wyciągnięcia z błota."
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M,The dank smell of tepid water invaded your nostrils.,Dkulny zapach letniej wody zaatakował nozdrza.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M,You had reached... [c:bR]The Wetlands.[c:],Dotarłeś ... [C: Br] Mokradła. [C:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M,Tepid water flooded your boots.,Depodowana woda zalała twoje buty.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M,Flies swarmed around you.,Muchy roiły się wokół ciebie.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M,You had entered... [c:bR]The Wetlands.[c:],Wszedłeś do ... [C: Br] The Wetlands. [C:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M,A hideous swarm of insects gathered around you.,Zebrał wokół ciebie ohydny rój owadów.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M,Reptiles slipped and slithered around your feet.,Gady poślizgnęły się i ślizgały się wokół stóp.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F,,#VALUE!
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M,You were now engulfed by... [c:bR]The Wetlands.[c:],Zostałeś teraz pochłonięty przez ... [C: Br] The Wetlands. [C:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F,,#VALUE!
GAME_FLOW_REGIONALPINE_132_M,"A frigid gust of wind billowed, unwelcome, into your lungs.","Frigiczny podmuch wiatru, który nie ma w twoich płucach."
GAME_FLOW_REGIONALPINE_132_F,,#VALUE!
GAME_FLOW_REGIONALPINE_756_M,The beauty of the falling snow failed to distract you from the chill in your bones.,Piękno spadającego śniegu nie odciągnęło cię od chłodu w kościach.
GAME_FLOW_REGIONALPINE_756_F,,#VALUE!
GAME_FLOW_REGIONALPINE_891_M,You had ascended to... [c:bR]The Snow Line.[c:],Wschodźłeś do ... [C: Br] linia śniegu. [C:]
GAME_FLOW_REGIONALPINE_891_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M,The relief of the fresh air quickly gave way to a bone-shaking chill.,Ulga świeżego powietrza szybko ustąpiła miejsca wstrząsającemu kośćmi.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M,You guessed at the path ahead as the snow increasingly obscured it.,"Odgadłeś na ścieżce, gdy śnieg coraz bardziej go zasłonięty."
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M,You had climbed to... [c:bR]The Snow Line.[c:],Wspinałeś się do ... [C: Br] linia śniegu. [C:]
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M,Sheets of icy snow battered your body as you fought your way up to a vantage point.,"Arkusze lodowatego śniegu zmalały twoje ciało, gdy walczyłeś do punktu obserwacyjnego."
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M,The snow-covered trees jutted from the landscape like prickly misplaced teeth.,"Pokryte śnieg drzewa wystające z krajobrazu jak kłujące, niewłaściwe zęby."
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M,You continued on through... [c:bR]The Snow Line.[c:],Kontynuowałeś przez ... [C: Br] Linia śniegu. [C:]
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M,The beauty of the falling snow could not distract you from the chill in your bones.,Piękno spadającego śniegu nie mogło odwrócić uwagi od chłodu w kościach.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M,Your body quaked in a futile attempt to maintain warmth.,Twoje ciało trzęsło się w daremnej próbie utrzymania ciepła.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F,,#VALUE!
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M,You had finally reached... [c:bR]The Snow Line.[c:],W końcu dotarłeś do ... [C: Br] Linia śniegu. [C:]
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F,,#VALUE!
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M,My [c:bR]boss battles[c:] are high stakes tests of your aptitude.,Moje bitwy [C: Br] Boss [C:] to testy wysokich stawek twoich umiejętności.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F,,#VALUE!
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M,With one flame you will either overcome them or die.,"Z jednym płomieniem albo je pokonasz, albo umrzesz."
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F,,#VALUE!
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M,Fear not... I will let you keep the smoke.,Nie obawiaj się ... Pozwolę ci zachować dym.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F,,#VALUE!
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M,Sudden death.,Nagła śmierć.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F,,#VALUE!
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M,You will win this or you will die.,Wygrasz to lub umrzesz.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F,,#VALUE!
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M,I hope you didn't think it would be that easy...,"Mam nadzieję, że nie sądzisz, że to łatwe ..."
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F,,#VALUE!
SPECIAL_NODES_RARECARDSINTRO_605_M,You're the first in a while to overcome a boss.,"Jesteś pierwszym od czasu do czasu, aby przezwyciężyć szefa."
SPECIAL_NODES_RARECARDSINTRO_605_F,You're the first in a while to overcome a boss.,"Jesteś pierwszym od czasu do czasu, aby przezwyciężyć szefa."
SPECIAL_NODES_RARECARDSINTRO_663_M,As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].,Jako nagrodę masz możliwość wyboru ... [C: BR] Rzadka karta [C:].
SPECIAL_NODES_RARECARDSINTRO_663_F,,#VALUE!
SPECIAL_NODES_RARECARDSINTRO_384_M,Choose carefully.,Wybieraj ostrożnie.
SPECIAL_NODES_RARECARDSINTRO_384_F,,#VALUE!
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M,Very well.,Bardzo dobrze.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F,,#VALUE!
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M,You may choose a [c:bR]rare card[c:].,Możesz wybrać rzadką kartę [C: BR] [C:].
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F,,#VALUE!
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M,Your reward?,Twoja nagroda?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F,,#VALUE!
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M,Perhaps one of these will entice you?,Być może jeden z nich cię zachęci?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M,The trees seemed to close in around you as a chill mist descended.,"Drzewa wydawały się zbliżać wokół ciebie, gdy zejczyła mgła chłodna."
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M,In the distance you could hear the clinking of metal on stone.,W oddali można było usłyszeć brzęczenie metalu na kamieniu.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M,A hobbled figure stood in your path...,Na twojej ścieżce stała kulita postać ...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M,The incessant clank-clank-clanking reverberated between your ears.,Nieustanna klapka klapka rozbrzmiewała między uszami.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M,The path ahead was blocked by a grotesque figure...,Ścieżka była zablokowana przez groteskową figurę ...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M,A chill mist closed in around you.,Chłodła mgła zamknęła się wokół ciebie.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M,You were not alone.,Nie byłeś sam.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F,You were not alone.,Nie byłeś sam.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M,A figure emerged from the fog.,Z mgły wyłoniła się postać.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M,"You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.","Minąłeś masywną pustą miskę, otoczoną mnóstwem niezidentyfikowalnych gibletów i skąpów."
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M,It seemed the bowl was designed for a dog.,"Wydawało się, że miska została zaprojektowana dla psa."
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M,But what earthly hound would require a meal of that size?,Ale jaki ziemski pies wymagałby posiłku o takiej wielkości?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M,"The trees closed in tight around you, creating an impenetrable brush.","Drzewa zamknęły się mocno wokół ciebie, tworząc nieprzenikniony pędzel."
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M,The only way out was forward.,Jedynym wyjściem było naprzód.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M,And the hobbled shape of a man stood in that way.,A mylna kształt mężczyzny stał w ten sposób.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M,A haunting clanking sound permeated the fog.,Nawiedzący dźwięk brzęczący przenikał mgłę.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M,The trees closed in tight around you...,Drzewa zamknięte mocno wokół ciebie ...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_483_M,Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!,Heeeeeeeeeeeee! „Twas [C: Br] Prospektor [C:]!
BOSS_DIALOGUE_PROSPECTORINTRO_483_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M,Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!,Twas [C: Br] Prospektor [C:]! Heeeeeeeeeeeee!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M,Stand in the way o' me gold?! Be darned!,"Stań w sposób, w jaki O 'Me Gold?! Bądź cholerny!"
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M,Where's that hound o' mine?!,Gdzie jest ten hound o 'mój?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M,Got any g-gold in that there skull?!,Masz Gold Gold w tym czaszce?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M,Let me crack it open n' take a look!,Pozwól mi to otworzyć i rzuć okiem!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M,G-gold?! I can smell it!,G-Gold?! Mogę to powąchać!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M,HEEE-HEE-HEE-HAAAAAAWWWWW!,Heee-hee-hee-haaaaawwwwww!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M,Twas [c:bR]The Prospector[c:]!,Twas [C: Br] Prospektor [C:]!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M,HEE-HEE-HEEEEEERRE WE GO!,Hee-hee-heeeeeerre idziemy!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F,,#VALUE!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M,Dag nab it! Now I got to kill ya!,Dag Nab it! Teraz muszę cię zabić!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F,,#VALUE!
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M,You're out of space. There's no room for that card.,Nie masz miejsca. Nie ma miejsca na tę kartę.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F,,#VALUE!
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M,There's nowhere for that card to be played.,Nigdzie nie ma tej karty.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F,,#VALUE!
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M,There's nowhere to put it.,Nie ma gdzie tego ująć.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F,,#VALUE!
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M,You're out of space.,Nie masz miejsca.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F,,#VALUE!
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M,All your spaces are full.,Wszystkie twoje przestrzenie są pełne.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_409_M,A foul smell invaded your nostrils and caused your throat to seize.,"Zadaszony zapach zaatakował twoje nozdrza i spowodował, że gardło przejęło."
BOSS_DIALOGUE_ANGLERPREINTRO_409_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_939_M,A hulking man sat by a brackish pond with his feet submerged in the dark water.,Wzmacniający mężczyzna siedział przy stawie słonawym z stopami zanurzonymi w ciemnej wodzie.
BOSS_DIALOGUE_ANGLERPREINTRO_939_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_043_M,He pulled a hook from a pile of rotting fish and rose to his feet.,Wyciągnął haczyk ze stosu gnijących ryb i wzniósł się na nogi.
BOSS_DIALOGUE_ANGLERPREINTRO_043_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M,"The mud tugged hard at your feet, forcing you to slow your pace.","Błoto ciężko szarpało u stóp, zmuszając cię do zwolnienia tempa."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M,A rank odor caused your stomach to churn and your eyes to water.,"Zapach rangi spowodował, że twój żołądek udaje się, a oczy do wody."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M,It was the rotting fish that hung from the branches around you.,To gnijące ryby wisiały z gałęzi wokół ciebie.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M,A huge man approached.,Podszedł wielki człowiek.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M,You beheld an immense man slouched beside a mucky pond.,Ujrzałeś ogromnego mężczyznę garbowanego obok płacowego stawu.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M,He appeared to be tearing hunks of flesh from a fish corpse.,"Wydawało się, że łzawił łowę mięsa z zwłok ryb."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M,"Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.","Niektóre fragmenty zostały wyrzucone z powrotem do stawu, gdzie zatrzasnęło je kilka upiornych ptaków."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M,And some were sloppily pushed into the hulking man's mouth...,A niektórzy zostali niechlujnie wepchnięci w usta mężczyzny ...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M,What you first mistook for a misshapen boulder appeared to be a hulking man.,"To, co po raz pierwszy pomyliłeś z zniekształconym głazem, wydawało się, że jest męczącym człowiekiem."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M,You attempted to sneak past him...,Próbowałeś przebić się obok niego ...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M,But your foot made contact with a metal bucket...,Ale twoja stopa skontaktowała się z metalowym wiadrem ...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M,A rotten scent caused you to retch.,"Zgrywający zapach spowodował, że się rezygnował."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F,,#VALUE!
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M,"Doubled over, a mucky boot entered your field of view.","Podwojony, błoto w polu widzenia wpisało błoto."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F,"Doubled over, a mucky boot entered your field of view.","Podwojony, błoto w polu widzenia wpisało błoto."
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M,You looked up to behold an unnaturally large figure.,Spojrzałeś na nienaturalnie dużą postać.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F,,#VALUE!
BOSS_DIALOGUE_ANGLERINTRO_377_M,I am [c:bR]The Angler[c:]. Go fish.,Jestem [C: Br] Wędka [C:]. Idź ryb.
BOSS_DIALOGUE_ANGLERINTRO_377_F,,#VALUE!
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M,Go fish.,Idź ryb.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F,,#VALUE!
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M,You bring fresh fish?,Przynosisz świeże ryby?
